x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.2364069485573753,-0.1712817842540876,-0.06400556498486014,0.40016743464901816,-0.467495683506359,-0.07664791196979699,0.41356575738192497,-0.7107263674704635,-0.09562312206969213,0.3881713263042272,-0.9152000878062496,-0.10831352969343219,0.21769317860697818,-0.6605219918426913,-0.00037136967491801706,0.2388571063988044,-0.8533386596185315,-0.12608540837921045,0.23786743005385058,-0.7013297588509161,-0.20424622805196804,0.2386613842425347,-0.5105779857586356,-0.2237602197954351,0.03737359527821795,-0.628351113352734,-0.006896179736029076,0.05979917022048575,-0.8089160409745565,-0.14607869895876333,0.0787575064165043,-0.5867050002268299,-0.19003767697140295,0.10514999946157576,-0.36899919996136443,-0.17280094363803117,-0.13933930591292212,-0.5748281924896593,-0.03336862323415867,-0.10528391007114367,-0.6922557805702371,-0.17604290523146726,-0.05553633474095505,-0.4557638519423613,-0.1612243433447278,-0.013281356267609795,-0.26452852236549856,-0.10037603018112391,-0.3131744689689452,-0.4953591184635013,-0.06347636845351298,-0.2541791082047294,-0.591295566578454,-0.16401309230378056,-0.1901689723341125,-0.39984731135190377,-0.13646153550212076,-0.1473828468077103,-0.24818563586726422,-0.07870442103093694,A
0.0,0.0,0.0,0.24893525598193028,-0.11005663268778366,-0.10427587462443762,0.4548634477740327,-0.39380105224422896,-0.12977812467402594,0.4925214218904664,-0.6584795786552908,-0.1517078700176561,0.4543122502362223,-0.8758463563352763,-0.16276836111333276,0.2869607610957478,-0.6494747723445908,-0.042872484374583665,0.30174690718274244,-0.8537855902483676,-0.18496333934757622,0.29149443506293765,-0.6608983165761458,-0.26253599371162695,0.28919167622903297,-0.4761171102490236,-0.2804955829299097,0.10557045868794554,-0.621685114362005,-0.033725270935202216,0.1316131074546417,-0.8223469451905175,-0.1898819362272795,0.1327730962406765,-0.5775899050867618,-0.2309246912203666,0.14096585102619288,-0.3747092320333327,-0.20943595338611756,-0.0725601584603458,-0.5628967797691643,-0.047103445008171645,-0.050482371551802796,-0.7277135519018333,-0.2157957042231846,-0.026167732014055645,-0.46475036806176,-0.19106045494849455,-0.0029616229643789605,-0.27908684984107973,-0.11801572260246256,-0.25219850373899255,-0.4791689831513708,-0.06568714854357371,-0.21938869295692318,-0.6096787059477384,-0.19148445400602443,-0.18030670940259144,-0.4148589752704247,-0.1647286130211955,-0.1514546354835724,-0.27080463678371763,-0.10274298017023413,A
0.0,0.0,0.0,0.24260563994461107,-0.13035247232702235,-0.09866738950701757,0.41988772100111355,-0.41898161092647324,-0.12795943277202526,0.4399126451922176,-0.6790101966506179,-0.15698264219198949,0.4228000713367743,-0.8895285253950649,-0.17314474345500702,0.2426542052272391,-0.6390776641558504,-0.04710100514634196,0.2856735253941538,-0.8154210976034457,-0.19864339979387455,0.2771031388682499,-0.6167964427274156,-0.27563365312154187,0.2662169234682453,-0.4288369890371477,-0.29239846701583405,0.06643200422213462,-0.6137367094124645,-0.04902983319041897,0.13164939434102413,-0.7789858680048263,-0.22255547474539827,0.13522008745335198,-0.5227369386686347,-0.26474653390114106,0.13611511066446433,-0.3149918924282039,-0.24199791681843147,-0.10372821313027233,-0.5607788596584155,-0.07420781781859644,-0.036471924706709354,-0.6839213156653562,-0.2612774904560507,-0.01354260379943229,-0.4129902457740735,-0.23717879165636346,0.0012840275096811745,-0.22488991661136842,-0.159953861362796,-0.27980423624994805,-0.486243322272414,-0.1041326182112193,-0.20537221642666986,-0.5774503691604627,-0.23669829060634218,-0.16012190599352077,-0.3829041134407105,-0.21071126998000572,-0.13136330505824767,-0.2441822642439221,-0.1484673133918937,A
0.0,0.0,0.0,0.23486864067025567,-0.19190153717222214,-0.07354922211894319,0.40189103458819414,-0.46836798313199596,-0.09324737541958031,0.3845898958794647,-0.7193775447467021,-0.11910614208755085,0.3501902656618044,-0.9269327739478096,-0.13476798736025514,0.19687479252530365,-0.6770277646628697,0.01061157476858524,0.18685840963649403,-0.8716321580052449,-0.11930003292686432,0.20314792065734008,-0.7029500763729066,-0.20186128763029626,0.2270608263372755,-0.5264968141606383,-0.22743111115549836,0.03267963083665383,-0.627180842342045,0.004082719934748673,0.03862895233197507,-0.8231774970015546,-0.13087929213634247,0.07465815910604032,-0.6088510099775477,-0.17470821584370483,0.10992717082900932,-0.4243890732448445,-0.16457815663216857,-0.12314927516154621,-0.5569003273748633,-0.02492288228093289,-0.1039188779263393,-0.7390268176753197,-0.16996559677125822,-0.051771534615208274,-0.5084489723440091,-0.14514390596383084,-0.012831106031690947,-0.3338884242557854,-0.08034148292129703,-0.28387870511043095,-0.4568300485829701,-0.05944038550812097,-0.23826253451379587,-0.6169434060262944,-0.16169462234521986,-0.1841961186465476,-0.4505517381151364,-0.12932900308387105,-0.15522042829510113,-0.3125786594572132,-0.07047433231644407,A
0.0,0.0,0.0,0.2656317860249116,-0.08338836556350063,-0.09433662592972548,0.4445314499389267,-0.3909309294618591,-0.11303739339439682,0.4948688939887143,-0.6775094468259892,-0.12699761421675437,0.45761292461455044,-0.8795396357150574,-0.13038573707251042,0.26475466899598793,-0.6082833592395139,-0.054590608165699626,0.27477638114702435,-0.8025842995290137,-0.20745314104847698,0.2505943149295194,-0.5993217218051723,-0.28795502016074725,0.23687267453158992,-0.4064967312207499,-0.3090328566951544,0.06410469974639826,-0.5775575767259158,-0.05382087715242093,0.07050250914834283,-0.7651808717199299,-0.23041302756948479,0.07903499040529768,-0.49800102037488303,-0.2826608217095443,0.09184575224711666,-0.29852842232431037,-0.2722447389252176,-0.10491751427751114,-0.5132184081381341,-0.0732239573049989,-0.11371127500038043,-0.6570775787763732,-0.252434511201096,-0.08186804179235908,-0.39995127719899287,-0.22878107043983634,-0.06010774453421601,-0.23063839752695758,-0.16047903399062147,-0.2665895211123207,-0.4388106088063869,-0.09733185987362793,-0.2732495409046428,-0.5682531729043426,-0.21848157042907737,-0.2358463613420823,-0.3846012016689662,-0.18996980556554227,-0.2086812097449157,-0.253286920845948,-0.1329904482042355,A
0.0,0.0,0.0,0.2692237909446804,-0.2065734452557958,-0.04072281300116103,0.4203633072010052,-0.45351234933762363,-0.05155333505632564,0.45935344474822126,-0.6823680014400247,-0.08074836300185084,0.4688329775103133,-0.8769349739087232,-0.10573878538417632,0.28726282265602965,-0.6255933549009285,0.04519250740394817,0.2924034091140346,-0.8167366460259352,-0.08544817546421292,0.2977541403754167,-0.7021009610675683,-0.17920980505381767,0.3076722499139492,-0.5310384405021761,-0.21055147182178074,0.1163906620681904,-0.6032519118128609,0.022567694473001648,0.13518356658505304,-0.7965830814956082,-0.1163117253630898,0.14724663500936863,-0.6230916779702529,-0.176181288164563,0.16430020898185047,-0.4269447176878663,-0.17581463829475497,-0.05084306116815471,-0.5623204177906357,-0.02090672853145265,-0.008679784384348707,-0.6972761829946836,-0.16043505961762947,0.019870586344233894,-0.49946485379882793,-0.15385145191156582,0.0416645572898199,-0.3218349534198688,-0.10151101048934026,-0.2139486134958477,-0.4993066540162406,-0.06876804993216608,-0.14816335821389814,-0.633318107613215,-0.15828145965004936,-0.11339929099236103,-0.48280137983831667,-0.12913328765034482,-0.10085988909212366,-0.3392995157662472,-0.07458783822829897,A
0.0,0.0,0.0,0.22909420903803904,-0.16847341442373387,-0.12201490970650991,0.43169410056843155,-0.43702765494347,-0.16080639473018726,0.4579145075111119,-0.6855123377750768,-0.19125762953328576,0.3954784694094208,-0.8941401034316782,-0.21002441683949438,0.2538283665398851,-0.6538004090869144,-0.02958931935841146,0.2180115464846332,-0.8005136717334322,-0.17034548502510585,0.1781657632048419,-0.6364397364757229,-0.2625120474985277,0.1711949402388472,-0.48596422180881704,-0.2959621823276795,0.08561789621289907,-0.6264342154991571,-0.006966835493851162,0.037621431928410914,-0.7665244010497501,-0.14899402254439492,0.03225882896961838,-0.5566067778182712,-0.19881578640019829,0.06336132339343054,-0.4002996971776154,-0.19413270683183095,-0.06741766093176695,-0.573758250398335,-0.010259566627300305,-0.12159310220608394,-0.6872454583210718,-0.155436519161269,-0.09804826236819694,-0.4738252623395361,-0.13885461229220444,-0.05499792639069606,-0.332836998384005,-0.08397394235152851,-0.21142764730570276,-0.4958524601748948,-0.023018615519579518,-0.24946354476197052,-0.5899784940283115,-0.12126063016250432,-0.21674496126215811,-0.4159269981023185,-0.09575604687575463,-0.17107866219033313,-0.30217676236933594,-0.04375926507927267,A
0.0,0.0,0.0,0.22767751223582716,-0.08370568714014456,-0.12708550586218142,0.4569314107624664,-0.3538413605219634,-0.1591916714096328,0.5244799770440891,-0.614721103673904,-0.18106424085022224,0.5167813125165897,-0.835297218184074,-0.18765828606160276,0.3180594715038374,-0.6253117851559755,-0.04416178509686758,0.3397537917746268,-0.793295435293576,-0.189617671156685,0.28089754562933456,-0.6091118386520159,-0.270919908717021,0.254406249896141,-0.4319064740743647,-0.2932824711902835,0.14088759591002065,-0.613687809184374,-0.02258438799308311,0.15502033844523402,-0.779652615905844,-0.19361795543437973,0.1186842319033168,-0.5249786777716405,-0.24092716920406734,0.11877759851934931,-0.32544493855647777,-0.22015315304496233,-0.022142815476665932,-0.5736979370989957,-0.02634853370248199,-0.021422327104921982,-0.7034241970060796,-0.199718121996432,-0.022144716353878574,-0.4425523928119095,-0.17757119727049764,-0.004501444963992049,-0.2676590540063619,-0.10571878640424841,-0.18849607204735433,-0.5139549317340069,-0.038450854592439666,-0.183140154822204,-0.6020602550909605,-0.16532619353189582,-0.16157668758424337,-0.4000287632183885,-0.14435700200957535,-0.12928964518378647,-0.27162204754579683,-0.08633371746345438,A
0.0,0.0,0.0,0.2686882410627785,-0.15557804346699763,-0.0799968603600612,0.45070225421632837,-0.4317192955751449,-0.09714888268714734,0.4677696872771199,-0.6771651586658348,-0.11971139928744708,0.4501905699821278,-0.8836154701341794,-0.12865516561226828,0.274114657516507,-0.6752490608597281,0.0013887839527673743,0.33102101706944553,-0.8704122201030602,-0.14130236961064468,0.32200502870659137,-0.6749135935344094,-0.22399968602437953,0.3022476770055291,-0.4829090057917934,-0.24503051174815205,0.09988062518177947,-0.6522101949631187,-0.004878534059225498,0.15910426998949168,-0.8336007109777905,-0.16408718159551264,0.15804542352677112,-0.5827340106340915,-0.20878270217456094,0.1594894923407149,-0.3731633237314958,-0.18954197015448948,-0.07380727493071473,-0.6044675438413175,-0.03542920361699156,0.0006569151206243044,-0.75278564521913,-0.20258867353567436,0.014793865850630892,-0.48666549594193487,-0.17515432733881628,0.022730750960459487,-0.29265648735412847,-0.09922843676869522,-0.2555419274902849,-0.5285392570760157,-0.07191488026741598,-0.15418387273538708,-0.6534384488487145,-0.19037807775771284,-0.12393527755606856,-0.4564321791892025,-0.15786577195617152,-0.1189395181753209,-0.30537614943364527,-0.09259604746814194,A
0.0,0.0,0.0,0.2526804849416979,-0.13911488182430856,-0.0789281665725057,0.44426687945583554,-0.409972142332439,-0.10285239894064947,0.4742172444507041,-0.6581830113768868,-0.13077048545723705,0.47738929889500376,-0.8661527086938526,-0.1479153221368183,0.27636911161284095,-0.6517497802377684,-0.031006192858753997,0.33552805640633754,-0.8310955374689499,-0.16900532346513195,0.3176848141107875,-0.6371245038489066,-0.24864245433937565,0.29343849820533496,-0.45956529890354303,-0.27135695343200605,0.09714032733546583,-0.6259407866896897,-0.0395371305298607,0.17138141257982914,-0.8009322130560163,-0.1899017483395876,0.16617451261010216,-0.5433190591098884,-0.22832947356676428,0.15608333071640393,-0.33857846798092606,-0.21072031783894477,-0.07273737232304023,-0.5749893034948268,-0.06836760889934086,0.013438892692872175,-0.7147895939402368,-0.22477672251414688,0.022293615888710795,-0.45279065752695585,-0.19331856545454457,0.016686340960212043,-0.26788573112749897,-0.12108870890186142,-0.2453650335449148,-0.5012912788325412,-0.10241748488999794,-0.1480215929996167,-0.6201255598433129,-0.2082799351284293,-0.12458604201208191,-0.43387063389905967,-0.17010701570430722,-0.1288050578437938,-0.2924101039534475,-0.10662153448519589,A
0.0,0.0,0.0,0.2527781274388621,-0.10099094737205923,-0.1578841077582574,0.4538412873140873,-0.34771328018436287,-0.21255253201449262,0.5374569939773377,-0.6004493640585488,-0.253214767359293,0.5201371659491656,-0.8055999697873315,-0.28366532618037915,0.33089336489231796,-0.6011160219409847,-0.08724644736357087,0.33897670120530277,-0.7310847586596692,-0.22340150046592924,0.2673854540394257,-0.5318417808722813,-0.29973659402882974,0.21049576269143488,-0.3758575743014438,-0.3236195746342655,0.15650592479610032,-0.609747999112753,-0.045807117747185024,0.15859690063273987,-0.7159449724406742,-0.19082862906139575,0.1031935783771699,-0.46291762624014643,-0.22891778211287703,0.08239930151243426,-0.29708886367991316,-0.21575127740966837,-0.011143388655169211,-0.5860027895523113,-0.03191588306408644,-0.012253255781899222,-0.6790096547722935,-0.18196110189652148,-0.0395290644659389,-0.4305442658411252,-0.1652739096556855,-0.03845049951071658,-0.26395493888393273,-0.10694492924863502,-0.1644915974119728,-0.542114701777215,-0.02927608772961385,-0.1675555682881457,-0.6370661279638681,-0.12901997894749717,-0.16574269311368683,-0.45774626778498234,-0.10595095852716348,-0.1502340345451786,-0.33064764976104183,-0.05474911146421495,A
0.0,0.0,0.0,0.24818747105166722,-0.08592417222007795,-0.15751572656168855,0.4735807258397502,-0.3403967424896292,-0.2045500643169191,0.5539224787319941,-0.5969955215981434,-0.23302933490773967,0.5311868846212213,-0.8089023063048961,-0.2520268883691211,0.31499337810611205,-0.5593752173511243,-0.09398155861008385,0.3271738409360427,-0.70296754544015,-0.22972802467359654,0.26158152340155383,-0.5168416092475978,-0.3041244371815624,0.21429374192257475,-0.3517134069732415,-0.3214757622381215,0.14807983539395997,-0.5641227333212103,-0.04880692543523377,0.15369813073960298,-0.6935817596727647,-0.19552650612625233,0.10195918029331559,-0.4505644111360184,-0.23166821913413868,0.08645375957059578,-0.267721824052714,-0.21152496781794616,-0.013892479344730242,-0.5430303163044671,-0.029616633731591225,-0.020067453982174775,-0.6401997708283931,-0.18264876099013666,-0.04395168167859735,-0.39796230959115664,-0.16478422626258143,-0.03918539552393608,-0.2276230694980637,-0.10122101884746362,-0.17069478714845374,-0.5058333583139903,-0.019970624031389456,-0.1744543719013231,-0.6121105132353001,-0.12260810695764764,-0.17009631414518403,-0.4386139986470897,-0.09569927899562736,-0.15185162539000152,-0.30988927486107665,-0.03869054143984198,A
